utterance,emotion_id,acts_id,emotion,acts
"Honey , I think I need to go see the doctor .",0,1,other,inform
Ah ! You're bleeding all over ! What happened ?,0,2,other,question
I was working in the garage and cut myself with my saw .,0,1,other,inform
"Here , use this rag to apply pressure to the cut . Does it hurt ?",0,2,other,question
"No , not really , there's just a lot of blood .",0,1,other,inform
You may just need stitches . I think they can handle this at the clinic instead of the ER . Let me make a quick phone call .,0,1,other,inform
I'm going to go sit in the car while I still have the stomach to walk .,0,1,other,inform
"Oh , sorry ! I forgot you get queasy with the sight of blood . I'll be right there .",5,1,sadness,inform
How about the working hours ?,0,2,other,question
"From 9 to 12 a . m . , and 2 to 6 p . m .",0,1,other,inform
Can I ask for a leave ?,0,3,other,Directive
"Of course , if necessary .",0,4,other,commisive
Are there any other jobs waiting for me in the future ?,0,2,other,question
Seldom .,0,1,other,inform
That's OK . How can my salary be improved ?,0,2,other,question
Your quantity sold is beyond the required by more than 30 % .,0,3,other,Directive
"Excuse me , I'd like to send this parcel .",0,3,other,Directive
"What's in it , please ?",0,2,other,question
Just a few shirts .,0,1,other,inform
OK . You may wrap it now . Please fill in this form and label it . ( after a moment ) Would you like it registered ?,0,2,other,question
"No , I'd rather send it by ordinary mail .",0,1,other,inform
Nine dollars and fifty cents .,0,3,other,Directive
Here you are .,0,4,other,commisive
Here's the receipt .,4,1,happiness,inform
Thank you so much .,4,1,happiness,inform
You're welcome .,4,1,happiness,inform
Look ! It fits you perfectly . It looks great on you and has your name on it .,4,1,happiness,inform
"Really ? What about your opinion , Daniel ?",0,2,other,question
"Devi , do you have any preference for where you would like to go for dinner for your birthday ?",0,2,other,question
I don't really know where I want to go . I am having trouble thinking of a particular restaurant .,0,1,other,inform
There is a great restaurant directory here in the weekend section of the newspaper .,0,3,other,Directive
"OK , we could look at that .",0,4,other,commisive
Do you have a particular type of food that you would like ?,0,2,other,question
I really like Japanese or Thai food .,0,1,other,inform
"That Japanese restaurant , Shogun , got good reviews .",0,3,other,Directive
Oh yeah ! I saw a review of that restaurant on television . The reviewer loved it !,0,4,other,commisive
Would that be a place that you might like to go to for your birthday ?,0,3,other,Directive
That would work out great ! Why don't we call and get a reservation ?,4,4,happiness,commisive
"Hello , Steven . Annie said that you and Julia have had a quarrel , haven ’ t you ?",0,2,other,question
"That ’ s true . We had an argument yesterday . She blamed me for not preparing the supper that day , but it was her turn to cook the dinner .",0,1,other,inform
That's the reason why you fought ?,0,2,other,question
Yes .,0,1,other,inform
You two are always quarrelling over little things .,0,1,other,inform
"That wasn ’ t my fault , but she said ' you're a disgrace ' to me . I'm about to explode !",0,1,other,inform
Are you still mad at her now ?,0,2,other,question
"To be honest , I ’ m not , and I regret a little what I have done .",0,1,other,inform
Will you apologize to her ?,0,2,other,question
No way . It ’ s her who should apologize .,0,1,other,inform
Hello ?,0,1,other,inform
"Hello , is that Miss Smith ?",0,2,other,question
Yes .,0,1,other,inform
This is Mr.Gao . How are you ?,0,2,other,question
"Not too bad , thanks . And you ?",0,2,other,question
Fine . Listen . Are you free on Wednesday night ? I'd like to invite you to dinner .,0,3,other,Directive
"I'm terribly sorry , but I've already made arrangements for Wednesday .",0,4,other,commisive
That's a pity . How about Thursday ?,0,3,other,Directive
That would be fine .,0,4,other,commisive
Great . What time would you like to meet ?,0,2,other,question
Whenever is suitable for you . I have no plans for that day .,0,1,other,inform
"OK , let's say 6",0,3,other,Directive
And where would you like to meet ?,0,2,other,question
"I can pick you up at the gate of your company . Also , what type of food do you like ?",0,2,other,question
I'm not very familiar with Chinese cuisine . What can you recommend ?,0,2,other,question
"Well , have you heard of Peking Duck ? it's a local specialty .",0,2,other,question
Of course ! Peking Duck is world-famous . I would love to try it .,4,3,happiness,Directive
"OK , let's have that then .",0,4,other,commisive
"All right . Well , I'll see you later .",0,1,other,inform
"See you later , goodbye .",0,1,other,inform
What does Human Resources Department do ?,0,2,other,question
"Hiring , firing , training , insurances , benefits , retirement plans , salary , vacation .",0,1,other,inform
They take care of a lot of things .,0,1,other,inform
"But most of time , they provide assistances .",0,1,other,inform
What do you mean ?,0,2,other,question
"Say if the Engineering Department wants to hire a person , they will request HR to find candidates .",0,1,other,inform
Yes ?,0,2,other,question
"The Engineering Manager and his team will interview the candidates . HR will also be involved with the interview , but basically arranging the schedule and explaining the benefits .",0,1,other,inform
OK .,0,1,other,inform
Then the Engineering Manager will choose the candidate .,0,1,other,inform
I see .,0,1,other,inform
"What are you going to do with that vase , Penny ?",0,2,other,question
"I ’ m going to put it on this table , Sam .",0,1,other,inform
Don ’ t do that . Give it to me .,0,3,other,Directive
What are you going to do with it ?,0,2,other,question
"I ’ m going to put it here , in front of the window .",0,1,other,inform
"Be careful . Don ’ t drop it ! Don ’ t put it there , Sam . Put it here , on this shelf .",0,3,other,Directive
There we are ! It ’ s a lovely vase .,4,4,happiness,commisive
"Those flowers are lovely , too .",4,1,happiness,inform
I am sorry to make you run down to the office for me .,5,1,sadness,inform
No trouble . I enjoyed helping you .,4,1,happiness,inform
I need help with my timesheet .,0,3,other,Directive
"OK , no problem . Have you found the blank ones ?",0,2,other,question
"Yes , I have seen them .",0,1,other,inform
"Yes , well put your name on it after you have downloaded it off the company website . OK ?",0,3,other,Directive
"Yes , I understand what to do .",0,4,other,commisive
You fill in the hours and total them for the week . Have you ever used a 24 hour clock ?,0,2,other,question
What ? Huh ?,6,2,surprise,question
"So after you noted the hours , starting at zero which is midnight , you just write down the minutes as a dot followed by minutes . Get it ?",0,3,other,Directive
Huh ? What ?,6,2,surprise,question
"Just make sure you show your total , sign it , and turn it in .",0,3,other,Directive
I thought you said this was easy .,0,1,other,inform
You are a quick learner . I don't think you'll have any trouble with this .,0,3,other,Directive
"Mr . Black , when is the earliest shipment you can make ?",0,2,other,question
In April or early May .,0,1,other,inform
"I am afraid shipment by early May would be too late for us . Our customs formalities are quite complicated , and it takes time to distribute the goods to the farmers in our country . The fertilizers must be delivered before April , or else we can't be in time for the spring sowing .",0,1,other,inform
"In that case , we will have to improve one month further on the time . Now is Jan . If the fertilizers should be shipped before the end of March , only 2 months are left . The time is too limited .",0,1,other,inform
You understand a timely delivery is very important to us .,0,1,other,inform
All right . You can rest assured that we will do everything possible to advance shipment . The fertilizers will be delivered before April .,0,1,other,inform
Would you like some drinks ?,0,2,other,question
"Yes , what kinds of wine do you have ?",0,2,other,question
"We have various kinds of wine . As for an appetizer , I advise you to order white wine or dry white wine .",0,3,other,Directive
Thank you . Please bring us a bottle of dry white wine .,4,4,happiness,commisive
Thank you so much for interviewing me this evening .,0,1,other,inform
"Happy to meet with you . Now , do you prefer group projects ?",0,2,other,question
